date,open,high,low,close,volume
2024-06-03 00:00:00+05:30,404.0,411.0,396.2,407.1,1587585
2024-06-04 00:00:00+05:30,407.0,407.1,333.4,351.95,3350553
2024-06-05 00:00:00+05:30,357.95,398.35,352.35,390.6,2892490
2024-06-06 00:00:00+05:30,391.5,406.45,390.3,402.35,1850692
2024-06-07 00:00:00+05:30,402.35,410.15,396.55,407.9,1377333
2024-06-10 00:00:00+05:30,410.0,428.0,406.0,425.55,6070009
2024-06-11 00:00:00+05:30,428.45,429.6,420.5,423.25,2840002
2024-06-12 00:00:00+05:30,426.2,432.5,424.35,427.5,2396298
2024-06-13 00:00:00+05:30,429.6,437.0,424.35,434.85,2529158
2024-06-14 00:00:00+05:30,436.9,436.9,426.0,426.7,1348065
2024-06-18 00:00:00+05:30,427.4,439.9,422.5,438.35,2698236
2024-06-19 00:00:00+05:30,451.9,475.85,448.0,467.65,22423725
2024-06-20 00:00:00+05:30,470.0,561.15,465.25,557.85,60764962
2024-06-21 00:00:00+05:30,559.65,574.35,515.1,517.1,27868970
2024-06-24 00:00:00+05:30,503.55,537.0,501.05,521.8,8967004
2024-06-25 00:00:00+05:30,515.5,530.0,504.1,506.7,5636480
2024-06-26 00:00:00+05:30,505.8,525.9,497.2,520.55,6825961
2024-06-27 00:00:00+05:30,515.0,519.0,494.35,498.75,4034057
2024-06-28 00:00:00+05:30,502.35,513.85,498.2,506.8,5361805
2024-07-01 00:00:00+05:30,507.85,526.3,502.0,523.15,5006457
2024-07-02 00:00:00+05:30,525.0,525.9,504.2,508.1,6158511
2024-07-03 00:00:00+05:30,510.8,519.7,508.25,515.35,3359771
2024-07-04 00:00:00+05:30,516.0,525.65,510.0,518.1,3308605
2024-07-05 00:00:00+05:30,519.0,523.85,514.95,517.65,2445253
2024-07-08 00:00:00+05:30,522.0,535.85,519.0,534.3,7868256
2024-07-09 00:00:00+05:30,542.0,542.7,507.15,512.7,9654876
2024-07-10 00:00:00+05:30,513.0,513.45,485.05,500.6,6395142
2024-07-11 00:00:00+05:30,503.0,507.4,493.1,496.4,2690880
2024-07-12 00:00:00+05:30,496.4,512.9,492.55,504.95,4314361
2024-07-15 00:00:00+05:30,506.0,509.6,494.25,507.7,2251829
2024-07-16 00:00:00+05:30,509.0,514.0,502.5,505.4,2616639
2024-07-18 00:00:00+05:30,505.0,514.9,491.1,511.65,4168152
2024-07-19 00:00:00+05:30,515.5,517.4,487.0,490.7,5173265
2024-07-22 00:00:00+05:30,485.15,519.3,478.85,509.8,7706321
2024-07-23 00:00:00+05:30,510.9,525.9,462.0,486.15,10103574
2024-07-24 00:00:00+05:30,490.0,499.25,486.35,494.05,3165242
2024-07-25 00:00:00+05:30,492.0,493.0,482.0,487.5,2047038
2024-07-26 00:00:00+05:30,489.4,500.5,488.2,495.45,2306721
2024-07-29 00:00:00+05:30,498.0,509.5,496.9,504.35,2588139
2024-07-30 00:00:00+05:30,504.8,521.35,501.8,516.7,4588136
2024-07-31 00:00:00+05:30,520.5,526.6,517.0,518.0,4519725
2024-08-01 00:00:00+05:30,520.45,530.0,515.2,521.8,4336360
2024-08-02 00:00:00+05:30,518.0,538.5,511.3,525.45,8034271
2024-08-05 00:00:00+05:30,515.0,519.85,493.6,497.9,3832213
2024-08-06 00:00:00+05:30,509.7,516.15,487.75,492.0,3946675
2024-08-07 00:00:00+05:30,508.9,519.45,497.65,517.2,5255234
2024-08-08 00:00:00+05:30,514.45,524.05,500.1,513.15,5038380
2024-08-09 00:00:00+05:30,518.5,527.0,514.15,522.5,2487754
2024-08-12 00:00:00+05:30,522.5,536.5,515.7,527.25,4522224
2024-08-13 00:00:00+05:30,529.9,530.5,487.0,489.9,5056816
2024-08-14 00:00:00+05:30,494.95,498.0,481.2,486.05,2638323
2024-08-16 00:00:00+05:30,490.0,498.45,488.05,491.05,1780206
2024-08-19 00:00:00+05:30,492.25,499.95,491.25,496.95,1003411
2024-08-20 00:00:00+05:30,500.0,507.0,495.5,505.35,2091365
2024-08-21 00:00:00+05:30,505.85,525.95,503.0,523.75,6071363
2024-08-22 00:00:00+05:30,525.5,542.5,520.4,522.1,8704909
2024-08-23 00:00:00+05:30,523.25,524.0,505.55,508.95,2985875
2024-08-26 00:00:00+05:30,510.0,512.35,503.0,504.3,1223843
2024-08-27 00:00:00+05:30,506.0,517.8,504.0,515.75,2488758
2024-08-28 00:00:00+05:30,521.35,525.2,513.15,515.15,2854496
2024-08-29 00:00:00+05:30,515.5,516.0,500.6,508.9,3918028
2024-08-30 00:00:00+05:30,515.15,528.15,514.0,520.2,4524994
2024-09-02 00:00:00+05:30,523.0,538.0,519.15,528.85,4475492
2024-09-03 00:00:00+05:30,531.5,535.0,526.8,528.45,1297614
2024-09-04 00:00:00+05:30,520.0,537.0,515.0,531.25,3212660
2024-09-05 00:00:00+05:30,530.1,538.0,511.85,513.7,3593886
2024-09-06 00:00:00+05:30,511.45,513.5,498.0,501.3,2978243
2024-09-09 00:00:00+05:30,499.8,505.25,488.0,503.95,1771457
2024-09-10 00:00:00+05:30,505.0,515.75,504.6,511.75,1657160
2024-09-11 00:00:00+05:30,511.0,514.4,500.0,502.3,1304876
2024-09-12 00:00:00+05:30,505.05,511.0,501.25,507.7,1052408
2024-09-13 00:00:00+05:30,507.35,514.4,505.5,507.65,879569
2024-09-16 00:00:00+05:30,510.0,516.45,507.85,514.55,1207659
2024-09-17 00:00:00+05:30,515.5,522.7,512.1,519.3,2156725
2024-09-18 00:00:00+05:30,520.35,525.85,506.05,521.25,3900692
2024-09-19 00:00:00+05:30,522.45,522.45,473.75,478.85,9665743
2024-09-20 00:00:00+05:30,481.0,487.8,475.45,481.0,2560440
2024-09-23 00:00:00+05:30,481.0,494.95,480.05,491.7,1846198
2024-09-24 00:00:00+05:30,492.0,507.0,488.0,501.35,2478889
2024-09-25 00:00:00+05:30,500.05,517.95,500.05,515.65,4297291
2024-09-26 00:00:00+05:30,515.65,515.8,501.8,508.1,2283980
2024-09-27 00:00:00+05:30,510.75,532.9,510.0,525.25,5752321
2024-09-30 00:00:00+05:30,520.0,532.3,519.35,529.45,2718409
2024-10-01 00:00:00+05:30,531.0,550.5,531.0,547.5,8640459
2024-10-03 00:00:00+05:30,544.0,551.95,526.25,531.15,3481954
2024-10-04 00:00:00+05:30,529.75,532.7,495.9,498.25,5086210
2024-10-07 00:00:00+05:30,500.85,504.75,476.25,479.55,3191949
2024-10-08 00:00:00+05:30,480.55,497.9,475.85,495.7,2215587
2024-10-09 00:00:00+05:30,499.0,503.8,494.0,495.4,1160116
2024-10-10 00:00:00+05:30,499.35,512.3,494.95,497.75,3975485
2024-10-11 00:00:00+05:30,497.75,499.7,492.05,497.5,1041811
2024-10-14 00:00:00+05:30,499.7,506.05,495.2,501.85,1632274
2024-10-15 00:00:00+05:30,505.0,505.0,499.4,504.1,1196573
2024-10-16 00:00:00+05:30,501.9,503.75,497.0,501.6,602632
2024-10-17 00:00:00+05:30,501.0,503.0,496.5,500.3,1394610
2024-10-18 00:00:00+05:30,499.8,499.8,486.15,493.05,929354
2024-10-21 00:00:00+05:30,493.55,496.0,483.5,487.25,856848
2024-10-22 00:00:00+05:30,487.0,490.9,477.25,481.3,1396269
2024-10-23 00:00:00+05:30,480.0,482.45,463.6,469.85,1980429
2024-10-24 00:00:00+05:30,471.0,479.05,458.1,471.75,2374361
2024-10-25 00:00:00+05:30,471.75,473.55,454.2,458.7,1292155
2024-10-28 00:00:00+05:30,454.0,460.95,443.2,444.8,3387242
2024-10-29 00:00:00+05:30,444.8,461.95,444.3,460.55,2169149
2024-10-30 00:00:00+05:30,460.0,484.25,457.4,473.7,3993686
2024-10-31 00:00:00+05:30,470.0,487.7,468.05,483.6,1756598
2024-11-01 00:00:00+05:30,480.0,485.9,480.0,484.2,160144
2024-11-04 00:00:00+05:30,482.0,484.2,469.6,477.1,1009929
2024-11-05 00:00:00+05:30,474.05,486.25,469.1,484.1,1532392
2024-11-06 00:00:00+05:30,483.15,505.0,483.15,503.4,2716343
2024-11-07 00:00:00+05:30,510.0,531.95,501.0,515.65,11320922
2024-11-08 00:00:00+05:30,516.55,518.1,481.15,482.65,4368692
2024-11-11 00:00:00+05:30,482.65,486.35,473.15,479.8,1393645
2024-11-12 00:00:00+05:30,479.95,494.75,479.8,483.95,2103932
2024-11-13 00:00:00+05:30,482.9,482.9,460.0,461.95,1399534
2024-11-14 00:00:00+05:30,463.85,475.35,459.6,469.85,1751179
2024-11-18 00:00:00+05:30,470.0,472.15,461.85,464.3,1009886
2024-11-19 00:00:00+05:30,461.85,472.0,461.5,463.5,1007123
2024-11-21 00:00:00+05:30,463.25,468.65,454.0,455.4,1917189
2024-11-22 00:00:00+05:30,455.4,465.7,455.4,464.0,2803083
2024-11-25 00:00:00+05:30,469.0,481.45,469.0,479.2,1627603
2024-11-26 00:00:00+05:30,479.2,485.5,476.7,479.8,1352132
2024-11-27 00:00:00+05:30,480.0,491.0,473.75,489.15,1142223
2024-11-28 00:00:00+05:30,495.0,504.8,492.05,498.0,2564877
2024-11-29 00:00:00+05:30,497.2,516.55,497.05,515.3,2603863
2024-12-02 00:00:00+05:30,515.9,535.85,515.3,524.8,4664532
2024-12-03 00:00:00+05:30,523.45,528.95,522.85,525.1,1170884
2024-12-04 00:00:00+05:30,527.0,538.95,526.5,534.35,2132871
2024-12-05 00:00:00+05:30,538.0,547.0,536.6,545.0,2528573
2024-12-06 00:00:00+05:30,547.65,551.0,540.6,542.65,1443824
2024-12-09 00:00:00+05:30,542.45,546.2,517.25,528.15,1830719
2024-12-10 00:00:00+05:30,527.1,537.9,525.55,536.8,1252720
2024-12-11 00:00:00+05:30,536.8,538.8,532.65,534.0,524689
2024-12-12 00:00:00+05:30,532.6,533.95,525.05,529.95,597890
2024-12-13 00:00:00+05:30,528.0,529.0,518.7,527.85,1041569
2024-12-16 00:00:00+05:30,528.6,535.85,528.55,531.95,766368
2024-12-17 00:00:00+05:30,541.0,546.5,527.0,529.6,4726427
2024-12-18 00:00:00+05:30,527.05,532.55,516.0,524.15,2456033
2024-12-19 00:00:00+05:30,514.5,529.05,510.0,527.35,1740112
2024-12-20 00:00:00+05:30,527.0,531.55,507.9,509.15,1215710
2024-12-23 00:00:00+05:30,511.9,514.95,504.3,507.75,598654
2024-12-24 00:00:00+05:30,507.5,513.5,501.5,502.95,597369
2024-12-26 00:00:00+05:30,503.5,506.7,495.2,500.4,933656
2024-12-27 00:00:00+05:30,500.85,505.7,498.05,499.6,881304
2024-12-30 00:00:00+05:30,499.6,500.0,489.55,490.35,521028
2024-12-31 00:00:00+05:30,490.1,496.45,486.05,493.95,551783
2025-01-01 00:00:00+05:30,493.95,505.9,493.0,503.65,800185
2025-01-02 00:00:00+05:30,507.55,509.55,499.0,506.3,1020642
2025-01-03 00:00:00+05:30,507.0,509.4,499.0,500.3,823194
2025-01-06 00:00:00+05:30,499.0,500.95,477.7,479.6,880313
2025-01-07 00:00:00+05:30,480.95,505.5,480.65,502.15,2332248
2025-01-08 00:00:00+05:30,502.15,504.8,496.0,500.5,1301289
2025-01-09 00:00:00+05:30,499.95,510.5,490.05,492.0,3436477
2025-01-10 00:00:00+05:30,492.85,492.85,476.2,481.4,1059015
2025-01-13 00:00:00+05:30,478.85,478.85,452.35,454.4,857709
2025-01-14 00:00:00+05:30,458.2,477.2,457.95,475.05,919415
2025-01-15 00:00:00+05:30,476.95,488.9,476.35,485.3,1195169
2025-01-16 00:00:00+05:30,490.0,498.85,487.2,496.6,1009181
2025-01-17 00:00:00+05:30,494.1,503.85,492.65,500.85,942421
2025-01-20 00:00:00+05:30,502.5,503.75,494.0,497.9,551164
2025-01-21 00:00:00+05:30,499.0,505.1,490.95,492.95,710253
2025-01-22 00:00:00+05:30,494.9,499.0,483.95,497.55,1971039
2025-01-23 00:00:00+05:30,495.0,511.75,491.6,509.3,2063726
2025-01-24 00:00:00+05:30,511.15,514.0,495.0,496.05,1579796
2025-01-27 00:00:00+05:30,491.0,491.4,476.05,478.6,643360
2025-01-28 00:00:00+05:30,481.15,484.0,462.45,467.5,707463
