date,open,high,low,close,volume
2024-07-01 00:00:00+05:30,707.5,730.5,707.5,727.5,7727450
2024-07-02 00:00:00+05:30,727.5,727.5,712.0,716.5,12810270
2024-07-03 00:00:00+05:30,719.0,728.5,717.0,726.0,8363930
2024-07-04 00:00:00+05:30,730.0,732.5,710.0,710.5,18979770
2024-07-05 00:00:00+05:30,713.5,715.0,707.5,714.0,9310790
2024-07-08 00:00:00+05:30,714.5,715.0,704.5,710.0,6777050
2024-07-09 00:00:00+05:30,711.0,714.0,704.0,707.0,9735030
2024-07-10 00:00:00+05:30,707.0,713.0,702.0,705.5,8097140
2024-07-11 00:00:00+05:30,709.0,709.0,693.0,695.0,9718010
2024-07-12 00:00:00+05:30,699.5,704.5,691.5,700.5,10688330
2024-07-15 00:00:00+05:30,702.0,708.5,699.5,706.5,5333730
2024-07-16 00:00:00+05:30,708.0,709.0,700.5,706.0,5582000
2024-07-18 00:00:00+05:30,704.5,712.0,697.0,711.0,8646050
2024-07-19 00:00:00+05:30,711.0,711.0,691.0,693.0,9385980
2024-07-22 00:00:00+05:30,693.0,696.0,685.0,688.5,5751930
2024-07-23 00:00:00+05:30,693.5,694.5,662.0,672.5,19322120
2024-07-24 00:00:00+05:30,663.0,665.5,654.0,660.5,31006260
2024-07-25 00:00:00+05:30,656.0,666.5,655.0,665.0,9509650
2024-07-26 00:00:00+05:30,667.5,681.0,666.5,679.0,11101840
2024-07-29 00:00:00+05:30,682.5,685.5,676.5,681.0,7485650
2024-07-30 00:00:00+05:30,681.0,690.0,678.5,682.5,11794130
2024-07-31 00:00:00+05:30,682.5,685.5,679.5,680.5,8896590
2024-08-01 00:00:00+05:30,683.0,684.5,675.0,677.0,8395230
2024-08-02 00:00:00+05:30,672.5,675.0,667.5,672.5,6222180
2024-08-05 00:00:00+05:30,665.0,665.0,653.5,659.5,9440410
2024-08-06 00:00:00+05:30,662.5,669.5,651.0,654.0,8918280
2024-08-07 00:00:00+05:30,660.0,666.0,658.0,663.5,4642840
2024-08-08 00:00:00+05:30,662.5,668.0,657.0,658.0,6903890
2024-08-09 00:00:00+05:30,670.0,670.0,659.0,662.0,6994900
2024-08-12 00:00:00+05:30,662.0,664.5,656.5,661.0,6748870
2024-08-13 00:00:00+05:30,664.5,664.5,645.0,646.5,10723270
2024-08-14 00:00:00+05:30,648.0,649.0,643.0,646.0,7742760
2024-08-16 00:00:00+05:30,650.5,660.0,642.5,659.0,7534190
2024-08-19 00:00:00+05:30,664.0,665.5,659.5,661.5,5287300
2024-08-20 00:00:00+05:30,664.5,677.5,661.5,672.0,9571590
2024-08-21 00:00:00+05:30,672.0,674.5,669.5,673.5,6331110
2024-08-22 00:00:00+05:30,675.0,676.5,672.5,674.5,7282600
2024-08-23 00:00:00+05:30,675.5,676.0,670.5,673.5,6180450
2024-08-26 00:00:00+05:30,677.5,682.0,675.5,678.0,8983430
2024-08-27 00:00:00+05:30,678.0,687.5,673.0,686.5,20359020
2024-08-28 00:00:00+05:30,687.5,691.5,685.0,690.0,8489860
2024-08-29 00:00:00+05:30,689.0,716.0,688.0,706.5,26391590
2024-08-30 00:00:00+05:30,707.0,721.5,707.0,720.0,20443670
2024-09-02 00:00:00+05:30,727.5,745.0,723.0,744.0,22963780
2024-09-03 00:00:00+05:30,746.0,746.0,720.5,735.5,18986560
2024-09-04 00:00:00+05:30,725.5,737.5,724.5,730.0,8867460
2024-09-05 00:00:00+05:30,732.0,732.5,719.5,724.5,6734470
2024-09-06 00:00:00+05:30,725.5,739.5,725.5,731.5,18428270
2024-09-09 00:00:00+05:30,732.5,738.0,726.5,734.5,8789380
2024-09-10 00:00:00+05:30,737.0,737.0,719.5,724.0,13089320
2024-09-11 00:00:00+05:30,725.0,743.0,720.5,734.5,11048900
2024-09-12 00:00:00+05:30,742.0,744.0,729.5,743.0,14467640
2024-09-13 00:00:00+05:30,743.0,766.0,735.0,760.0,22084380
2024-09-16 00:00:00+05:30,768.0,768.0,732.0,734.5,26795550
2024-09-17 00:00:00+05:30,734.0,745.5,728.5,736.5,15677860
2024-09-18 00:00:00+05:30,738.5,767.0,738.0,763.0,29749930
2024-09-19 00:00:00+05:30,767.5,775.0,756.0,759.0,17206440
2024-09-20 00:00:00+05:30,763.5,765.5,748.5,758.0,16450040
2024-09-23 00:00:00+05:30,762.5,763.5,753.0,759.5,5734970
2024-09-24 00:00:00+05:30,759.5,760.5,748.5,755.5,10695400
2024-09-25 00:00:00+05:30,754.5,764.0,750.0,762.5,12720380
2024-09-26 00:00:00+05:30,764.0,778.0,759.0,777.0,16681650
2024-09-27 00:00:00+05:30,778.0,781.0,771.0,775.5,11781310
2024-09-30 00:00:00+05:30,774.5,782.5,767.5,770.5,9619520
2024-10-01 00:00:00+05:30,766.0,781.5,765.0,770.5,7882880
2024-10-03 00:00:00+05:30,761.0,770.0,738.0,743.5,10406620
2024-10-04 00:00:00+05:30,742.0,743.0,715.5,721.0,17681110
2024-10-07 00:00:00+05:30,721.0,732.5,719.0,727.0,9362270
2024-10-08 00:00:00+05:30,726.5,729.5,716.0,718.5,9038050
2024-10-09 00:00:00+05:30,721.5,742.5,720.5,730.0,10543750
2024-10-10 00:00:00+05:30,732.0,737.0,727.5,732.0,5594270
2024-10-11 00:00:00+05:30,732.5,733.0,722.5,730.0,3615870
2024-10-14 00:00:00+05:30,729.5,731.5,720.0,721.0,4451810
2024-10-15 00:00:00+05:30,724.5,725.5,698.0,701.5,14855670
2024-10-16 00:00:00+05:30,701.0,706.0,692.0,695.5,11256980
2024-10-17 00:00:00+05:30,698.0,700.0,687.0,690.0,6897550
2024-10-18 00:00:00+05:30,689.5,694.0,682.0,690.0,7449290
2024-10-21 00:00:00+05:30,691.0,695.0,671.5,678.0,22099660
2024-10-22 00:00:00+05:30,680.0,683.5,664.5,668.0,17006190
2024-10-23 00:00:00+05:30,660.5,710.0,660.0,699.5,26373910
2024-10-24 00:00:00+05:30,701.0,712.5,699.0,704.0,8951250
2024-10-25 00:00:00+05:30,704.0,706.0,689.5,691.0,10223240
2024-10-28 00:00:00+05:30,692.0,704.5,687.5,691.0,7149810
2024-10-29 00:00:00+05:30,691.0,706.0,680.0,702.0,14097500
2024-10-30 00:00:00+05:30,700.0,702.0,693.0,695.5,5660440
2024-10-31 00:00:00+05:30,695.0,697.0,688.0,689.0,7301530
2024-11-01 00:00:00+05:30,693.0,694.5,690.0,692.5,450110
2024-11-04 00:00:00+05:30,697.5,697.5,675.5,684.5,7162390
2024-11-05 00:00:00+05:30,684.5,701.5,671.0,693.0,12234300
2024-11-06 00:00:00+05:30,693.5,702.5,689.0,700.5,6962620
2024-11-07 00:00:00+05:30,700.5,704.0,687.0,690.5,4590470
2024-11-08 00:00:00+05:30,690.5,695.0,684.0,689.5,4248400
2024-11-11 00:00:00+05:30,686.0,690.5,675.0,678.0,7623160
2024-11-12 00:00:00+05:30,682.0,683.5,661.5,664.0,10572330
2024-11-13 00:00:00+05:30,663.5,670.0,652.5,656.5,8673470
2024-11-14 00:00:00+05:30,657.0,664.0,653.0,655.0,5277030
2024-11-18 00:00:00+05:30,663.5,665.5,655.5,657.0,5965350
2024-11-19 00:00:00+05:30,659.5,664.5,656.0,659.5,8040460
2024-11-21 00:00:00+05:30,661.5,661.5,645.0,646.5,11010800
2024-11-22 00:00:00+05:30,647.0,672.0,645.5,668.5,9698550
2024-11-25 00:00:00+05:30,679.0,686.5,666.5,668.5,11327510
2024-11-26 00:00:00+05:30,672.0,674.0,661.0,662.0,6632780
2024-11-27 00:00:00+05:30,665.0,673.5,661.0,670.5,6420100
2024-11-28 00:00:00+05:30,671.5,672.5,649.5,651.0,15768820
2024-11-29 00:00:00+05:30,652.0,661.0,651.0,657.5,7096430
2024-12-02 00:00:00+05:30,659.5,666.5,649.0,665.0,9202490
2024-12-03 00:00:00+05:30,669.5,672.0,663.0,667.5,13136660
2024-12-04 00:00:00+05:30,670.0,676.5,666.5,674.0,11304410
2024-12-05 00:00:00+05:30,676.0,689.0,668.5,685.0,13482430
2024-12-06 00:00:00+05:30,687.5,693.5,678.0,685.0,8332070
2024-12-09 00:00:00+05:30,685.0,692.5,683.0,687.0,8409100
2024-12-10 00:00:00+05:30,688.5,696.0,684.5,693.5,12045630
2024-12-11 00:00:00+05:30,696.0,716.5,689.5,711.5,19931040
2024-12-12 00:00:00+05:30,712.0,715.0,707.5,712.5,9667960
2024-12-13 00:00:00+05:30,710.0,721.5,698.0,718.5,12504360
2024-12-16 00:00:00+05:30,718.5,725.0,715.5,721.0,7960740
2024-12-17 00:00:00+05:30,720.0,725.5,711.0,715.5,10318560
2024-12-18 00:00:00+05:30,715.0,718.0,706.0,707.5,7275140
2024-12-19 00:00:00+05:30,695.0,702.5,689.0,692.0,9076750
2024-12-20 00:00:00+05:30,691.5,702.5,680.5,685.0,27000190
2024-12-23 00:00:00+05:30,689.5,697.5,685.5,686.5,5829280
2024-12-24 00:00:00+05:30,688.0,691.0,679.5,681.0,6014270
2024-12-26 00:00:00+05:30,683.0,686.0,680.0,681.5,3290960
2024-12-27 00:00:00+05:30,684.5,697.5,683.0,691.0,5554180
2024-12-30 00:00:00+05:30,690.0,699.5,686.5,689.0,4908760
2024-12-31 00:00:00+05:30,687.0,687.5,679.0,682.5,6153980
2025-01-01 00:00:00+05:30,682.5,695.0,680.5,693.5,4187210
2025-01-02 00:00:00+05:30,698.0,743.0,697.0,739.0,31716510
2025-01-03 00:00:00+05:30,739.0,750.0,736.0,740.5,15059280
