ticker,market,sector,sub_sector,market_cap,is_etf
20MICRONS.BO,BSE,Others,Diversified,Small Cap,False
20MICRONS.NS,NSE,Others,Diversified,Small Cap,False
21STCENMGM.BO,BSE,Others,Diversified,Small Cap,False
21STCENMGM.NS,NSE,Others,Diversified,Small Cap,False
360ONE.BO,BSE,Others,Diversified,Small Cap,False
360ONE.NS,NSE,Others,Diversified,Small Cap,False
3IINFOLTD.BO,BSE,Others,Diversified,Small Cap,False
3IINFOLTD.NS,NSE,Others,Diversified,Small Cap,False
3MINDIA.BO,BSE,Others,Diversified,Small Cap,False
3MINDIA.NS,NSE,Others,Diversified,Small Cap,False
3PLAND.BO,BSE,Others,Diversified,Small Cap,False
3PLAND.NS,NSE,Others,Diversified,Small Cap,False
5PAISA.BO,BSE,Others,Diversified,Small Cap,False
5PAISA.NS,NSE,Others,Diversified,Small Cap,False
63MOONS.BO,BSE,Others,Diversified,Small Cap,False
63MOONS.NS,NSE,Others,Diversified,Small Cap,False
A2ZINFRA.BO,BSE,Others,Diversified,Small Cap,False
A2ZINFRA.NS,NSE,Others,Diversified,Small Cap,False
AAATECH.BO,BSE,Others,Diversified,Small Cap,False
AAATECH.NS,NSE,Others,Diversified,Small Cap,False
AADHARHFC.BO,BSE,Others,Diversified,Small Cap,False
AADHARHFC.NS,NSE,Others,Diversified,Small Cap,False
AAKASH.BO,BSE,Others,Diversified,Small Cap,False
AAKASH.NS,NSE,Others,Diversified,Small Cap,False
AAREYDRUGS.BO,BSE,Others,Diversified,Small Cap,False
AAREYDRUGS.NS,NSE,Others,Diversified,Small Cap,False
AARON.BO,BSE,Others,Diversified,Small Cap,False
AARON.NS,NSE,Others,Diversified,Small Cap,False
AARTECH.BO,BSE,Others,Diversified,Small Cap,False
AARTECH.NS,NSE,Others,Diversified,Small Cap,False
AARTIDRUGS.BO,BSE,Others,Diversified,Small Cap,False
AARTIDRUGS.NS,NSE,Others,Diversified,Small Cap,False
AARTIIND.BO,BSE,Others,Diversified,Small Cap,False
AARTIIND.NS,NSE,Others,Diversified,Small Cap,False
AARTIPHARM.BO,BSE,Others,Diversified,Small Cap,False
AARTIPHARM.NS,NSE,Others,Diversified,Small Cap,False
AARTISURF.BO,BSE,Others,Diversified,Small Cap,False
AARTISURF.NS,NSE,Others,Diversified,Small Cap,False
AARVI.BO,BSE,Others,Diversified,Small Cap,False
AARVI.NS,NSE,Others,Diversified,Small Cap,False
AAVAS.BO,BSE,Others,Diversified,Small Cap,False
AAVAS.NS,NSE,Others,Diversified,Small Cap,False
ABAN.BO,BSE,Others,Diversified,Small Cap,False
ABAN.NS,NSE,Others,Diversified,Small Cap,False
ABB.BO,BSE,Others,Diversified,Small Cap,False
ABB.NS,NSE,Others,Diversified,Small Cap,False
ABBOTINDIA.BO,BSE,Others,Diversified,Small Cap,False
ABBOTINDIA.NS,NSE,Others,Diversified,Small Cap,False
ABCAPITAL.BO,BSE,Others,Diversified,Small Cap,False
ABCAPITAL.NS,NSE,Others,Diversified,Small Cap,False
ABCOTS.BO,BSE,Others,Diversified,Small Cap,False
ABCOTS.NS,NSE,Others,Diversified,Small Cap,False
ABDL.BO,BSE,Others,Diversified,Small Cap,False
ABDL.NS,NSE,Others,Diversified,Small Cap,False
ABFRL.BO,BSE,Consumer Goods,Consumer Goods,Small Cap,False
ABFRL.NS,NSE,Consumer Goods,Consumer Goods,Small Cap,False
ABINFRA.BO,BSE,Others,Diversified,Small Cap,False
ABINFRA.NS,NSE,Others,Diversified,Small Cap,False
ABLBL.BO,BSE,Others,Diversified,Small Cap,False
ABLBL.NS,NSE,Others,Diversified,Small Cap,False
ABMINTLLTD.BO,BSE,Others,Diversified,Small Cap,False
ABMINTLLTD.NS,NSE,Others,Diversified,Small Cap,False
ABREL.BO,BSE,Others,Diversified,Small Cap,False
ABREL.NS,NSE,Others,Diversified,Small Cap,False
ABSLAMC.BO,BSE,Others,Diversified,Small Cap,False
ABSLAMC.NS,NSE,Others,Diversified,Small Cap,False
ACC.BO,BSE,Infrastructure,Infrastructure,Small Cap,False
ACC.NS,NSE,Infrastructure,Infrastructure,Small Cap,False
ACCELYA.BO,BSE,Others,Diversified,Small Cap,False
ACCELYA.NS,NSE,Others,Diversified,Small Cap,False
ACCURACY.BO,BSE,Others,Diversified,Small Cap,False
ACCURACY.NS,NSE,Others,Diversified,Small Cap,False
ACE.BO,BSE,Others,Diversified,Small Cap,False
ACE.NS,NSE,Others,Diversified,Small Cap,False
ACEINTEG.BO,BSE,Others,Diversified,Small Cap,False
ACEINTEG.NS,NSE,Others,Diversified,Small Cap,False
ACI.BO,BSE,Others,Diversified,Small Cap,False
ACI.NS,NSE,Others,Diversified,Small Cap,False
ACL.BO,BSE,Others,Diversified,Small Cap,False
ACL.NS,NSE,Others,Diversified,Small Cap,False
ACMESOLAR.BO,BSE,Others,Diversified,Small Cap,False
ACMESOLAR.NS,NSE,Others,Diversified,Small Cap,False
ACUTAAS.BO,BSE,Others,Diversified,Small Cap,False
ACUTAAS.NS,NSE,Others,Diversified,Small Cap,False
ADANIENSOL.BO,BSE,Others,Diversified,Small Cap,False
ADANIENSOL.NS,NSE,Others,Diversified,Small Cap,False
ADANIENT.BO,BSE,Others,Diversified,Large Cap,False
ADANIENT.NS,NSE,Others,Diversified,Large Cap,False
ADANIGREEN.BO,BSE,Power,Power,Small Cap,False
ADANIGREEN.NS,NSE,Power,Power,Mid Cap,False
ADANIPORTS.BO,BSE,Others,Diversified,Large Cap,False
ADANIPORTS.NS,NSE,Others,Diversified,Large Cap,False
ADANIPOWER.BO,BSE,Power,Power,Small Cap,False
ADANIPOWER.NS,NSE,Power,Power,Small Cap,False
ADFFOODS.BO,BSE,Others,Diversified,Small Cap,False
ADFFOODS.NS,NSE,Others,Diversified,Small Cap,False
ADL.BO,BSE,Others,Diversified,Small Cap,False
ADL.NS,NSE,Others,Diversified,Small Cap,False
ADOR.BO,BSE,Others,Diversified,Small Cap,False
ADOR.NS,NSE,Others,Diversified,Small Cap,False
ADROITINFO.BO,BSE,Others,Diversified,Small Cap,False
ADROITINFO.NS,NSE,Others,Diversified,Small Cap,False
ADSL.BO,BSE,Others,Diversified,Small Cap,False
ADSL.NS,NSE,Others,Diversified,Small Cap,False
ADVANCE.BO,BSE,Others,Diversified,Small Cap,False
ADVANCE.NS,NSE,Others,Diversified,Small Cap,False
ADVANIHOTR.BO,BSE,Others,Diversified,Small Cap,False
ADVANIHOTR.NS,NSE,Others,Diversified,Small Cap,False
ADVENTHTL.BO,BSE,Others,Diversified,Small Cap,False
ADVENTHTL.NS,NSE,Others,Diversified,Small Cap,False
ADVENZYMES.BO,BSE,Others,Diversified,Small Cap,False
ADVENZYMES.NS,NSE,Others,Diversified,Small Cap,False
AEGISLOG.BO,BSE,Others,Diversified,Small Cap,False
AEGISLOG.NS,NSE,Others,Diversified,Small Cap,False
AEGISVOPAK.BO,BSE,Others,Diversified,Small Cap,False
AEGISVOPAK.NS,NSE,Others,Diversified,Small Cap,False
AEQUS.BO,BSE,Others,Diversified,Small Cap,False
AEQUS.NS,NSE,Others,Diversified,Small Cap,False
AEROENTER.BO,BSE,Others,Diversified,Small Cap,False
AEROENTER.NS,NSE,Others,Diversified,Small Cap,False
AEROFLEX.BO,BSE,Others,Diversified,Small Cap,False
AEROFLEX.NS,NSE,Others,Diversified,Small Cap,False
AERONEU.BO,BSE,Others,Diversified,Small Cap,False
AERONEU.NS,NSE,Others,Diversified,Small Cap,False
AETHER.BO,BSE,Others,Diversified,Small Cap,False
AETHER.NS,NSE,Others,Diversified,Small Cap,False
AFCONS.BO,BSE,Others,Diversified,Small Cap,False
AFCONS.NS,NSE,Others,Diversified,Small Cap,False
AFFLE.BO,BSE,Others,Diversified,Small Cap,False
AFFLE.NS,NSE,Others,Diversified,Small Cap,False
AFFORDABLE.BO,BSE,Others,Diversified,Small Cap,False
AFFORDABLE.NS,NSE,Others,Diversified,Small Cap,False
AFIL.BO,BSE,Others,Diversified,Small Cap,False
AFIL.NS,NSE,Others,Diversified,Small Cap,False
AFSL.BO,BSE,Others,Diversified,Small Cap,False
AFSL.NS,NSE,Others,Diversified,Small Cap,False
AGARIND.BO,BSE,Others,Diversified,Small Cap,False
AGARIND.NS,NSE,Others,Diversified,Small Cap,False
AGARWALEYE.BO,BSE,Others,Diversified,Small Cap,False
AGARWALEYE.NS,NSE,Others,Diversified,Small Cap,False
AGI.BO,BSE,Others,Diversified,Small Cap,False
AGI.NS,NSE,Others,Diversified,Small Cap,False
AGIIL.BO,BSE,Others,Diversified,Small Cap,False
AGIIL.NS,NSE,Others,Diversified,Small Cap,False
AGRITECH.BO,BSE,Others,Diversified,Small Cap,False
AGRITECH.NS,NSE,Others,Diversified,Small Cap,False
AGROPHOS.BO,BSE,Others,Diversified,Small Cap,False
AGROPHOS.NS,NSE,Others,Diversified,Small Cap,False
AGSTRA.BO,BSE,Others,Diversified,Small Cap,False
AGSTRA.NS,NSE,Others,Diversified,Small Cap,False
AHCL.BO,BSE,Others,Diversified,Small Cap,False
AHCL.NS,NSE,Others,Diversified,Small Cap,False
AHLADA.BO,BSE,Others,Diversified,Small Cap,False
AHLADA.NS,NSE,Others,Diversified,Small Cap,False
AHLEAST.BO,BSE,Others,Diversified,Small Cap,False
AHLEAST.NS,NSE,Others,Diversified,Small Cap,False
AHLUCONT.BO,BSE,Others,Diversified,Small Cap,False
AHLUCONT.NS,NSE,Others,Diversified,Small Cap,False
AIAENG.BO,BSE,Others,Diversified,Small Cap,False
AIAENG.NS,NSE,Others,Diversified,Small Cap,False
AIIL.BO,BSE,Others,Diversified,Small Cap,False
AIIL.NS,NSE,Others,Diversified,Small Cap,False
AIRAN.BO,BSE,Others,Diversified,Small Cap,False
AIRAN.NS,NSE,Others,Diversified,Small Cap,False
AIROLAM.BO,BSE,Others,Diversified,Small Cap,False
AIROLAM.NS,NSE,Others,Diversified,Small Cap,False
AJANTPHARM.BO,BSE,Others,Diversified,Small Cap,False
AJANTPHARM.NS,NSE,Others,Diversified,Small Cap,False
AJAXENGG.BO,BSE,Others,Diversified,Small Cap,False
AJAXENGG.NS,NSE,Others,Diversified,Small Cap,False
AJMERA.BO,BSE,Others,Diversified,Small Cap,False
AJMERA.NS,NSE,Others,Diversified,Small Cap,False
AJOONI.BO,BSE,Others,Diversified,Small Cap,False
AJOONI.NS,NSE,Others,Diversified,Small Cap,False
AKASH.BO,BSE,Others,Diversified,Small Cap,False
AKASH.NS,NSE,Others,Diversified,Small Cap,False
AKG.BO,BSE,Others,Diversified,Small Cap,False
AKG.NS,NSE,Others,Diversified,Small Cap,False
AKI.BO,BSE,Others,Diversified,Small Cap,False
AKI.NS,NSE,Others,Diversified,Small Cap,False
AKSHAR.BO,BSE,Others,Diversified,Small Cap,False
AKSHAR.NS,NSE,Others,Diversified,Small Cap,False
AKSHARCHEM.BO,BSE,Others,Diversified,Small Cap,False
AKSHARCHEM.NS,NSE,Others,Diversified,Small Cap,False
AKSHOPTFBR.BO,BSE,Others,Diversified,Small Cap,False
AKSHOPTFBR.NS,NSE,Others,Diversified,Small Cap,False
AKUMS.BO,BSE,Others,Diversified,Small Cap,False
AKUMS.NS,NSE,Others,Diversified,Small Cap,False
AKZOINDIA.BO,BSE,Others,Diversified,Small Cap,False
AKZOINDIA.NS,NSE,Others,Diversified,Small Cap,False
ALANKIT.BO,BSE,Others,Diversified,Small Cap,False
ALANKIT.NS,NSE,Others,Diversified,Small Cap,False
ALBERTDAVD.BO,BSE,Others,Diversified,Small Cap,False
ALBERTDAVD.NS,NSE,Others,Diversified,Small Cap,False
ALEMBICLTD.BO,BSE,Others,Diversified,Small Cap,False
ALEMBICLTD.NS,NSE,Others,Diversified,Small Cap,False
ALGOQUANT.BO,BSE,Others,Diversified,Small Cap,False
ALGOQUANT.NS,NSE,Others,Diversified,Small Cap,False
ALICON.BO,BSE,Others,Diversified,Small Cap,False
ALICON.NS,NSE,Others,Diversified,Small Cap,False
ALIVUS.BO,BSE,Others,Diversified,Small Cap,False
ALIVUS.NS,NSE,Others,Diversified,Small Cap,False
ALKALI.BO,BSE,Others,Diversified,Small Cap,False
ALKALI.NS,NSE,Others,Diversified,Small Cap,False
ALKEM.BO,BSE,Healthcare,Healthcare,Small Cap,False
ALKEM.NS,NSE,Healthcare,Healthcare,Small Cap,False
ALKYLAMINE.BO,BSE,Chemicals,Chemicals,Small Cap,False
ALKYLAMINE.NS,NSE,Chemicals,Chemicals,Small Cap,False
ALLCARGO.BO,BSE,Others,Diversified,Small Cap,False
ALLCARGO.NS,NSE,Others,Diversified,Small Cap,False
ALLDIGI.BO,BSE,Others,Diversified,Small Cap,False
ALLDIGI.NS,NSE,Others,Diversified,Small Cap,False
ALLTIME.BO,BSE,Others,Diversified,Small Cap,False
ALLTIME.NS,NSE,Others,Diversified,Small Cap,False
ALMONDZ.BO,BSE,Others,Diversified,Small Cap,False
ALMONDZ.NS,NSE,Others,Diversified,Small Cap,False
ALOKINDS.BO,BSE,Others,Diversified,Small Cap,False
ALOKINDS.NS,NSE,Others,Diversified,Small Cap,False
ALPA.BO,BSE,Others,Diversified,Small Cap,False
ALPA.NS,NSE,Others,Diversified,Small Cap,False
ALPHAGEO.BO,BSE,Others,Diversified,Small Cap,False
ALPHAGEO.NS,NSE,Others,Diversified,Small Cap,False
AMANTA.BO,BSE,Others,Diversified,Small Cap,False
AMANTA.NS,NSE,Others,Diversified,Small Cap,False
AMBER.BO,BSE,Others,Diversified,Small Cap,False
AMBER.NS,NSE,Others,Diversified,Small Cap,False
AMBICAAGAR.BO,BSE,Others,Diversified,Small Cap,False
AMBICAAGAR.NS,NSE,Others,Diversified,Small Cap,False
AMBIKCO.BO,BSE,Others,Diversified,Small Cap,False
AMBIKCO.NS,NSE,Others,Diversified,Small Cap,False
AMBUJACEM.BO,BSE,Infrastructure,Infrastructure,Small Cap,False
AMBUJACEM.NS,NSE,Infrastructure,Infrastructure,Mid Cap,False
AMDIND.BO,BSE,Others,Diversified,Small Cap,False
AMDIND.NS,NSE,Others,Diversified,Small Cap,False
AMJLAND.BO,BSE,Others,Diversified,Small Cap,False
AMJLAND.NS,NSE,Others,Diversified,Small Cap,False
AMNPLST.BO,BSE,Others,Diversified,Small Cap,False
AMNPLST.NS,NSE,Others,Diversified,Small Cap,False
AMRUTANJAN.BO,BSE,Others,Diversified,Small Cap,False
AMRUTANJAN.NS,NSE,Others,Diversified,Small Cap,False
ANANDRATHI.BO,BSE,Others,Diversified,Small Cap,False
ANANDRATHI.NS,NSE,Others,Diversified,Small Cap,False
ANANTRAJ.BO,BSE,Others,Diversified,Small Cap,False
ANANTRAJ.NS,NSE,Others,Diversified,Small Cap,False
ANDHRAPAP.BO,BSE,Others,Diversified,Small Cap,False
ANDHRAPAP.NS,NSE,Others,Diversified,Small Cap,False
ANDHRSUGAR.BO,BSE,Others,Diversified,Small Cap,False
ANDHRSUGAR.NS,NSE,Others,Diversified,Small Cap,False
ANGELONE.BO,BSE,Others,Diversified,Small Cap,False
ANGELONE.NS,NSE,Others,Diversified,Small Cap,False
ANIKINDS.BO,BSE,Others,Diversified,Small Cap,False
ANIKINDS.NS,NSE,Others,Diversified,Small Cap,False
ANKITMETAL.BO,BSE,Others,Diversified,Small Cap,False
ANKITMETAL.NS,NSE,Others,Diversified,Small Cap,False
ANMOL.BO,BSE,Others,Diversified,Small Cap,False
ANMOL.NS,NSE,Others,Diversified,Small Cap,False
ANSALAPI.BO,BSE,Others,Diversified,Small Cap,False
ANSALAPI.NS,NSE,Others,Diversified,Small Cap,False
ANTELOPUS.BO,BSE,Others,Diversified,Small Cap,False
ANTELOPUS.NS,NSE,Others,Diversified,Small Cap,False
ANTGRAPHIC.BO,BSE,Others,Diversified,Small Cap,False
ANTGRAPHIC.NS,NSE,Others,Diversified,Small Cap,False
ANTHEM.BO,BSE,Others,Diversified,Small Cap,False
ANTHEM.NS,NSE,Others,Diversified,Small Cap,False
ANUHPHR.BO,BSE,Others,Diversified,Small Cap,False
ANUHPHR.NS,NSE,Others,Diversified,Small Cap,False
ANUP.BO,BSE,Others,Diversified,Small Cap,False
ANUP.NS,NSE,Others,Diversified,Small Cap,False
ANURAS.BO,BSE,Others,Diversified,Small Cap,False
ANURAS.NS,NSE,Others,Diversified,Small Cap,False
APARINDS.BO,BSE,Others,Diversified,Small Cap,False
APARINDS.NS,NSE,Others,Diversified,Small Cap,False
APCL.BO,BSE,Others,Diversified,Small Cap,False
APCL.NS,NSE,Others,Diversified,Small Cap,False
APCOTEXIND.BO,BSE,Others,Diversified,Small Cap,False
APCOTEXIND.NS,NSE,Others,Diversified,Small Cap,False
APEX.BO,BSE,Others,Diversified,Small Cap,False
APEX.NS,NSE,Others,Diversified,Small Cap,False
APLAPOLLO.BO,BSE,Others,Diversified,Small Cap,False
APLAPOLLO.NS,NSE,Others,Diversified,Small Cap,False
APLLTD.BO,BSE,Others,Diversified,Small Cap,False
APLLTD.NS,NSE,Others,Diversified,Small Cap,False
APOLLO.BO,BSE,Others,Diversified,Small Cap,False
APOLLO.NS,NSE,Others,Diversified,Small Cap,False
APOLLOHOSP.BO,BSE,Healthcare,Healthcare,Large Cap,False
APOLLOHOSP.NS,NSE,Healthcare,Healthcare,Large Cap,False
APOLLOPIPE.BO,BSE,Others,Diversified,Small Cap,False
APOLLOPIPE.NS,NSE,Others,Diversified,Small Cap,False
APOLLOTYRE.BO,BSE,Automobile,Automobile,Small Cap,False
APOLLOTYRE.NS,NSE,Automobile,Automobile,Small Cap,False
APOLSINHOT.BO,BSE,Others,Diversified,Small Cap,False
APOLSINHOT.NS,NSE,Others,Diversified,Small Cap,False
APTECHT.BO,BSE,Others,Diversified,Small Cap,False
APTECHT.NS,NSE,Others,Diversified,Small Cap,False
APTUS.BO,BSE,Others,Diversified,Small Cap,False
APTUS.NS,NSE,Others,Diversified,Small Cap,False
ARCHIDPLY.BO,BSE,Others,Diversified,Small Cap,False
ARCHIDPLY.NS,NSE,Others,Diversified,Small Cap,False
ARCHIES.BO,BSE,Others,Diversified,Small Cap,False
ARCHIES.NS,NSE,Others,Diversified,Small Cap,False
ARENTERP.BO,BSE,Others,Diversified,Small Cap,False
ARENTERP.NS,NSE,Others,Diversified,Small Cap,False
ARFIN.BO,BSE,Others,Diversified,Small Cap,False
ARFIN.NS,NSE,Others,Diversified,Small Cap,False
ARIES.BO,BSE,Others,Diversified,Small Cap,False
ARIES.NS,NSE,Others,Diversified,Small Cap,False
ARIHANTCAP.BO,BSE,Others,Diversified,Small Cap,False
ARIHANTCAP.NS,NSE,Others,Diversified,Small Cap,False
ARIHANTSUP.BO,BSE,Others,Diversified,Small Cap,False
ARIHANTSUP.NS,NSE,Others,Diversified,Small Cap,False
ARISINFRA.BO,BSE,Others,Diversified,Small Cap,False
ARISINFRA.NS,NSE,Others,Diversified,Small Cap,False
ARKADE.BO,BSE,Others,Diversified,Small Cap,False
ARKADE.NS,NSE,Others,Diversified,Small Cap,False
ARMANFIN.BO,BSE,Others,Diversified,Small Cap,False
ARMANFIN.NS,NSE,Others,Diversified,Small Cap,False
AROGRANITE.BO,BSE,Others,Diversified,Small Cap,False
AROGRANITE.NS,NSE,Others,Diversified,Small Cap,False
ARROWGREEN.BO,BSE,Others,Diversified,Small Cap,False
ARROWGREEN.NS,NSE,Others,Diversified,Small Cap,False
ARSHIYA.BO,BSE,Others,Diversified,Small Cap,False
ARSHIYA.NS,NSE,Others,Diversified,Small Cap,False
ARSSBL.BO,BSE,Others,Diversified,Small Cap,False
ARSSBL.NS,NSE,Others,Diversified,Small Cap,False
ARTEMISMED.BO,BSE,Others,Diversified,Small Cap,False
ARTEMISMED.NS,NSE,Others,Diversified,Small Cap,False
ARTNIRMAN.BO,BSE,Others,Diversified,Small Cap,False
ARTNIRMAN.NS,NSE,Others,Diversified,Small Cap,False
ARVEE.BO,BSE,Others,Diversified,Small Cap,False
ARVEE.NS,NSE,Others,Diversified,Small Cap,False
ARVIND.BO,BSE,Textiles,Textiles,Small Cap,False
ARVIND.NS,NSE,Textiles,Textiles,Small Cap,False
ARVINDFASN.BO,BSE,Others,Diversified,Small Cap,False
ARVINDFASN.NS,NSE,Others,Diversified,Small Cap,False
ARVSMART.BO,BSE,Others,Diversified,Small Cap,False
ARVSMART.NS,NSE,Others,Diversified,Small Cap,False
ASAHIINDIA.BO,BSE,Others,Diversified,Small Cap,False
ASAHIINDIA.NS,NSE,Others,Diversified,Small Cap,False
ASAHISONG.BO,BSE,Others,Diversified,Small Cap,False
ASAHISONG.NS,NSE,Others,Diversified,Small Cap,False
ASAL.BO,BSE,Others,Diversified,Small Cap,False
ASAL.NS,NSE,Others,Diversified,Small Cap,False
ASALCBR.BO,BSE,Others,Diversified,Small Cap,False
ASALCBR.NS,NSE,Others,Diversified,Small Cap,False
ASHAPURMIN.BO,BSE,Others,Diversified,Small Cap,False
ASHAPURMIN.NS,NSE,Others,Diversified,Small Cap,False
ASHIANA.BO,BSE,Others,Diversified,Small Cap,False
ASHIANA.NS,NSE,Others,Diversified,Small Cap,False
ASHIMASYN.BO,BSE,Others,Diversified,Small Cap,False
ASHIMASYN.NS,NSE,Others,Diversified,Small Cap,False
ASHOKA.BO,BSE,Others,Diversified,Small Cap,False
ASHOKA.NS,NSE,Others,Diversified,Small Cap,False
ASHOKAMET.BO,BSE,Others,Diversified,Small Cap,False
ASHOKAMET.NS,NSE,Others,Diversified,Small Cap,False
ASHOKLEY.BO,BSE,Automobile,Automobile,Small Cap,False
ASHOKLEY.NS,NSE,Automobile,Automobile,Small Cap,False
ASIANENE.BO,BSE,Others,Diversified,Small Cap,False
ASIANENE.NS,NSE,Others,Diversified,Small Cap,False
ASIANHOTNR.BO,BSE,Others,Diversified,Small Cap,False
ASIANHOTNR.NS,NSE,Others,Diversified,Small Cap,False
ASIANPAINT.BO,BSE,Others,Diversified,Large Cap,False
ASIANPAINT.NS,NSE,Others,Diversified,Large Cap,False
ASIANTILES.BO,BSE,Others,Diversified,Small Cap,False
ASIANTILES.NS,NSE,Others,Diversified,Small Cap,False
ASKAUTOLTD.BO,BSE,Others,Diversified,Small Cap,False
ASKAUTOLTD.NS,NSE,Others,Diversified,Small Cap,False
ASMS.BO,BSE,Others,Diversified,Small Cap,False
ASMS.NS,NSE,Others,Diversified,Small Cap,False
ASPINWALL.BO,BSE,Others,Diversified,Small Cap,False
ASPINWALL.NS,NSE,Others,Diversified,Small Cap,False
ASTEC.BO,BSE,Others,Diversified,Small Cap,False
ASTEC.NS,NSE,Others,Diversified,Small Cap,False
ASTERDM.BO,BSE,Others,Diversified,Small Cap,False
ASTERDM.NS,NSE,Others,Diversified,Small Cap,False
ASTRAL.BO,BSE,Others,Diversified,Small Cap,False
ASTRAL.NS,NSE,Others,Diversified,Small Cap,False
ASTRAMICRO.BO,BSE,Others,Diversified,Small Cap,False
ASTRAMICRO.NS,NSE,Others,Diversified,Small Cap,False
ASTRAZEN.BO,BSE,Infrastructure,Infrastructure,Small Cap,False
ASTRAZEN.NS,NSE,Infrastructure,Infrastructure,Small Cap,False
ASTRON.BO,BSE,Others,Diversified,Small Cap,False
ASTRON.NS,NSE,Others,Diversified,Small Cap,False
ATALREAL.BO,BSE,Others,Diversified,Small Cap,False
ATALREAL.NS,NSE,Others,Diversified,Small Cap,False
ATAM.BO,BSE,Others,Diversified,Small Cap,False
ATAM.NS,NSE,Others,Diversified,Small Cap,False
ATGL.BO,BSE,Others,Diversified,Small Cap,False
ATGL.NS,NSE,Others,Diversified,Small Cap,False
ATHERENERG.BO,BSE,Others,Diversified,Small Cap,False
ATHERENERG.NS,NSE,Others,Diversified,Small Cap,False
ATL.BO,BSE,Others,Diversified,Small Cap,False
ATL.NS,NSE,Others,Diversified,Small Cap,False
ATLANTAA.BO,BSE,Others,Diversified,Small Cap,False
ATLANTAA.NS,NSE,Others,Diversified,Small Cap,False
ATLANTAELE.BO,BSE,Others,Diversified,Small Cap,False
ATLANTAELE.NS,NSE,Others,Diversified,Small Cap,False
ATLASCYCLE.BO,BSE,Others,Diversified,Small Cap,False
ATLASCYCLE.NS,NSE,Others,Diversified,Small Cap,False
ATUL.BO,BSE,Others,Diversified,Small Cap,False
ATUL.NS,NSE,Others,Diversified,Small Cap,False
ATULAUTO.BO,BSE,Others,Diversified,Small Cap,False
ATULAUTO.NS,NSE,Others,Diversified,Small Cap,False
AUBANK.BO,BSE,Financial Services,Financial Services,Small Cap,False
AUBANK.NS,NSE,Financial Services,Financial Services,Small Cap,False
AURIGROW.BO,BSE,Others,Diversified,Small Cap,False
AURIGROW.NS,NSE,Others,Diversified,Small Cap,False
AURIONPRO.BO,BSE,Others,Diversified,Small Cap,False
AURIONPRO.NS,NSE,Others,Diversified,Small Cap,False
AUROPHARMA.BO,BSE,Healthcare,Healthcare,Small Cap,False
AUROPHARMA.NS,NSE,Healthcare,Healthcare,Small Cap,False
AURUM.BO,BSE,Others,Diversified,Small Cap,False
AURUM.NS,NSE,Others,Diversified,Small Cap,False
AUSOMENT.BO,BSE,Others,Diversified,Small Cap,False
AUSOMENT.NS,NSE,Others,Diversified,Small Cap,False
AUTOAXLES.BO,BSE,Others,Diversified,Small Cap,False
AUTOAXLES.NS,NSE,Others,Diversified,Small Cap,False
AUTOBEES.NS,NSE,ETF,Sector ETF,Large Cap,True
AUTOIND.BO,BSE,Others,Diversified,Small Cap,False
AUTOIND.NS,NSE,Others,Diversified,Small Cap,False
AVADHSUGAR.BO,BSE,Others,Diversified,Small Cap,False
AVADHSUGAR.NS,NSE,Others,Diversified,Small Cap,False
AVALON.BO,BSE,Others,Diversified,Small Cap,False
AVALON.NS,NSE,Others,Diversified,Small Cap,False
AVANTEL.BO,BSE,Others,Diversified,Small Cap,False
AVANTEL.NS,NSE,Others,Diversified,Small Cap,False
AVANTIFEED.BO,BSE,Others,Diversified,Small Cap,False
AVANTIFEED.NS,NSE,Others,Diversified,Small Cap,False
AVG.BO,BSE,Others,Diversified,Small Cap,False
AVG.NS,NSE,Others,Diversified,Small Cap,False
AVL.BO,BSE,Others,Diversified,Small Cap,False
AVL.NS,NSE,Others,Diversified,Small Cap,False
AVONMORE.BO,BSE,Others,Diversified,Small Cap,False
AVONMORE.NS,NSE,Others,Diversified,Small Cap,False
AVROIND.BO,BSE,Others,Diversified,Small Cap,False
AVROIND.NS,NSE,Others,Diversified,Small Cap,False
AVTNPL.BO,BSE,Others,Diversified,Small Cap,False
AVTNPL.NS,NSE,Others,Diversified,Small Cap,False
AWFIS.BO,BSE,Others,Diversified,Small Cap,False
AWFIS.NS,NSE,Others,Diversified,Small Cap,False
AWHCL.BO,BSE,Others,Diversified,Small Cap,False
AWHCL.NS,NSE,Others,Diversified,Small Cap,False
AWL.BO,BSE,Others,Diversified,Small Cap,False
AWL.NS,NSE,Others,Diversified,Small Cap,False
AXISBANK.BO,BSE,Financial Services,Financial Services,Large Cap,False
AXISBANK.NS,NSE,Financial Services,Financial Services,Large Cap,False
AXISCADES.BO,BSE,Others,Diversified,Small Cap,False
AXISCADES.NS,NSE,Others,Diversified,Small Cap,False
AXITA.BO,BSE,Others,Diversified,Small Cap,False
AXITA.NS,NSE,Others,Diversified,Small Cap,False
AYMSYNTEX.BO,BSE,Others,Diversified,Small Cap,False
AYMSYNTEX.NS,NSE,Others,Diversified,Small Cap,False
AZAD.BO,BSE,Others,Diversified,Small Cap,False
AZAD.NS,NSE,Others,Diversified,Small Cap,False
BAFNAPH.BO,BSE,Others,Diversified,Small Cap,False
BAFNAPH.NS,NSE,Others,Diversified,Small Cap,False
BAGFILMS.BO,BSE,Others,Diversified,Small Cap,False
BAGFILMS.NS,NSE,Others,Diversified,Small Cap,False
BAIDFIN.BO,BSE,Others,Diversified,Small Cap,False
