ticker,market
JKIPL.NS,NSE
JKLAKSHMI.NS,NSE
JKPAPER.NS,NSE
JKTYRE.NS,NSE
JLHL.NS,NSE
JMA.NS,NSE
JMFINANCIL.NS,NSE
JNKINDIA.NS,NSE
JOCIL.NS,NSE
JPOLYINVST.NS,NSE
JPPOWER.NS,NSE
JSFB.NS,NSE
JSL.NS,NSE
JSLL.NS,NSE
JSWCEMENT.NS,NSE
JSWENERGY.NS,NSE
JSWHL.NS,NSE
JSWINFRA.NS,NSE
JSWSTEEL.NS,NSE
JTEKTINDIA.NS,NSE
JTLIND.NS,NSE
JUBLCPL.NS,NSE
JUBLFOOD.NS,NSE
JUBLINGREA.NS,NSE
JUBLPHARMA.NS,NSE
JUNIPER.NS,NSE
JUSTDIAL.NS,NSE
JWL.NS,NSE
JYOTHYLAB.NS,NSE
JYOTICNC.NS,NSE
JYOTISTRUC.NS,NSE
KABRAEXTRU.NS,NSE
KAJARIACER.NS,NSE
KAKATCEM.NS,NSE
KALAMANDIR.NS,NSE
KALPATARU.NS,NSE
KALYANI.NS,NSE
KALYANIFRG.NS,NSE
KALYANKJIL.NS,NSE
KAMATHOTEL.NS,NSE
KAMDHENU.NS,NSE
KAMOPAINTS.NS,NSE
KANANIIND.NS,NSE
KANORICHEM.NS,NSE
KANPRPLA.NS,NSE
KANSAINER.NS,NSE
KAPSTON.NS,NSE
KARMAENG.NS,NSE
KARURVYSYA.NS,NSE
KAUSHALYA.NS,NSE
KAVDEFENCE.NS,NSE
KAYA.NS,NSE
KAYNES.NS,NSE
KCP.NS,NSE
KCPSUGIND.NS,NSE
KDDL.NS,NSE
KEC.NS,NSE
KECL.NS,NSE
KEEPLEARN.NS,NSE
KEI.NS,NSE
KELLTONTEC.NS,NSE
KERNEX.NS,NSE
KESORAMIND.NS,NSE
KEYFINSERV.NS,NSE
KFINTECH.NS,NSE
KHADIM.NS,NSE
KHAICHEM.NS,NSE
KHAITANLTD.NS,NSE
KHANDSE.NS,NSE
KICL.NS,NSE
KILITCH.NS,NSE
KIMS.NS,NSE
KINGFA.NS,NSE
KIOCL.NS,NSE
KIRIINDUS.NS,NSE
KIRLOSBROS.NS,NSE
KIRLOSENG.NS,NSE
KIRLOSIND.NS,NSE
KIRLPNU.NS,NSE
KITEX.NS,NSE
KKCL.NS,NSE
KMEW.NS,NSE
KMSUGAR.NS,NSE
KNAGRI.NS,NSE
KNRCON.NS,NSE
KOHINOOR.NS,NSE
KOKUYOCMLN.NS,NSE
KOLTEPATIL.NS,NSE
KOPRAN.NS,NSE
KOTAKBANK.NS,NSE
KOTARISUG.NS,NSE
KOTHARIPET.NS,NSE
KOTHARIPRO.NS,NSE
KPEL.NS,NSE
KPIGREEN.NS,NSE
KPIL.NS,NSE
KPITTECH.NS,NSE
KPRMILL.NS,NSE
KRBL.NS,NSE
KREBSBIO.NS,NSE
KRIDHANINF.NS,NSE
KRISHANA.NS,NSE
KRISHIVAL.NS,NSE
KRISHNADEF.NS,NSE
KRITI.NS,NSE
KRITIKA.NS,NSE
KRITINUT.NS,NSE
KRN.NS,NSE
KRONOX.NS,NSE
KROSS.NS,NSE
KRSNAA.NS,NSE
KRYSTAL.NS,NSE
KSB.NS,NSE
KSCL.NS,NSE
KSHINTL.NS,NSE
KSHITIJPOL.NS,NSE
KSL.NS,NSE
KSOLVES.NS,NSE
KSR.NS,NSE
KTKBANK.NS,NSE
KUANTUM.NS,NSE
LAGNAM.NS,NSE
LAKPRE.NS,NSE
LAL.NS,NSE
LALPATHLAB.NS,NSE
LAMBODHARA.NS,NSE
LANCORHOL.NS,NSE
LANDMARK.NS,NSE
LAOPALA.NS,NSE
LASA.NS,NSE
LATENTVIEW.NS,NSE
LATTEYS.NS,NSE
LAURUSLABS.NS,NSE
LAXMICOT.NS,NSE
LAXMIDENTL.NS,NSE
LAXMIINDIA.NS,NSE
LCCINFOTEC.NS,NSE
LEMERITE.NS,NSE
LEMONTREE.NS,NSE
LENSKART.NS,NSE
LEXUS.NS,NSE
LFIC.NS,NSE
LGBBROSLTD.NS,NSE
LGEINDIA.NS,NSE
LGHL.NS,NSE
LIBAS.NS,NSE
LIBERTSHOE.NS,NSE
LICHSGFIN.NS,NSE
LICI.NS,NSE
LIKHITHA.NS,NSE
LINC.NS,NSE
LINCOLN.NS,NSE
LINDEINDIA.NS,NSE
LLOYDSENGG.NS,NSE
LLOYDSENT.NS,NSE
LLOYDSME.NS,NSE
LMW.NS,NSE
LODHA.NS,NSE
LOKESHMACH.NS,NSE
LORDSCHLO.NS,NSE
LOTUSDEV.NS,NSE
LOTUSEYE.NS,NSE
LOVABLE.NS,NSE
LOYALTEX.NS,NSE
LPDC.NS,NSE
LT.NS,NSE
LTF.NS,NSE
LTFOODS.NS,NSE
LTIM.NS,NSE
LTTS.NS,NSE
LUMAXIND.NS,NSE
LUMAXTECH.NS,NSE
LUPIN.NS,NSE
LUXIND.NS,NSE
LXCHEM.NS,NSE
LYKALABS.NS,NSE
LYPSAGEMS.NS,NSE
MAANALU.NS,NSE
MACPOWER.NS,NSE
MADHAV.NS,NSE
MADHUCON.NS,NSE
MADRASFERT.NS,NSE
MAGADSUGAR.NS,NSE
MAGNUM.NS,NSE
MAHABANK.NS,NSE
MAHAPEXLTD.NS,NSE
MAHASTEEL.NS,NSE
MAHEPC.NS,NSE
MAHESHWARI.NS,NSE
MAHLIFE.NS,NSE
MAHLOG.NS,NSE
MAHSCOOTER.NS,NSE
MAHSEAMLES.NS,NSE
MAITHANALL.NS,NSE
MALLCOM.NS,NSE
MALUPAPER.NS,NSE
MAMATA.NS,NSE
MANAKALUCO.NS,NSE
MANAKCOAT.NS,NSE
MANAKSIA.NS,NSE
MANAKSTEEL.NS,NSE
MANALIPETC.NS,NSE
MANAPPURAM.NS,NSE
MANBA.NS,NSE
MANCREDIT.NS,NSE
MANGALAM.NS,NSE
MANGLMCEM.NS,NSE
MANINDS.NS,NSE
MANINFRA.NS,NSE
MANKIND.NS,NSE
MANOMAY.NS,NSE
MANORAMA.NS,NSE
MANORG.NS,NSE
MANUGRAPH.NS,NSE
MANYAVAR.NS,NSE
MAPMYINDIA.NS,NSE
MARALOVER.NS,NSE
MARATHON.NS,NSE
MARICO.NS,NSE
MARINE.NS,NSE
MARKOLINES.NS,NSE
MARKSANS.NS,NSE
MARUTI.NS,NSE
MASFIN.NS,NSE
MASKINVEST.NS,NSE
MASTEK.NS,NSE
MASTERTR.NS,NSE
MATRIMONY.NS,NSE
MAWANASUG.NS,NSE
MAXESTATES.NS,NSE
MAXHEALTH.NS,NSE
MAXIND.NS,NSE
MAYURUNIQ.NS,NSE
MAZDA.NS,NSE
MAZDOCK.NS,NSE
MBAPL.NS,NSE
MBEL.NS,NSE
MBLINFRA.NS,NSE
MCL.NS,NSE
MCLEODRUSS.NS,NSE
MCLOUD.NS,NSE
MCX.NS,NSE
MEDANTA.NS,NSE
MEDIASSIST.NS,NSE
MEDICAMEQ.NS,NSE
MEDICO.NS,NSE
MEDPLUS.NS,NSE
MEESHO.NS,NSE
MEGASOFT.NS,NSE
MEGASTAR.NS,NSE
MEIL.NS,NSE
MENONBE.NS,NSE
MEP.NS,NSE
METROBRAND.NS,NSE
METROPOLIS.NS,NSE
MFML.NS,NSE
MFSL.NS,NSE
MGEL.NS,NSE
MGL.NS,NSE
MHLXMIRU.NS,NSE
MHRIL.NS,NSE
MICEL.NS,NSE
MIDHANI.NS,NSE
MIDWESTLTD.NS,NSE
MINDACORP.NS,NSE
MINDTECK.NS,NSE
MIRCELECTR.NS,NSE
MIRZAINT.NS,NSE
MITCON.NS,NSE
MITTAL.NS,NSE
MKPL.NS,NSE
MMFL.NS,NSE
MMP.NS,NSE
MMTC.NS,NSE
MOBIKWIK.NS,NSE
MODINATUR.NS,NSE
MODIRUBBER.NS,NSE
MODIS.NS,NSE
MODISONLTD.NS,NSE
MODTHREAD.NS,NSE
MOHITIND.NS,NSE
MOIL.NS,NSE
MOKSH.NS,NSE
MOL.NS,NSE
MOLDTECH.NS,NSE
MOLDTKPAC.NS,NSE
MONARCH.NS,NSE
MONEYBOXX.NS,NSE
MONTECARLO.NS,NSE
MOREPENLAB.NS,NSE
MOSCHIP.NS,NSE
MOTHERSON.NS,NSE
MOTILALOFS.NS,NSE
MOTISONS.NS,NSE
MOTOGENFIN.NS,NSE
MPHASIS.NS,NSE
MPSLTD.NS,NSE
MRF.NS,NSE
MRPL.NS,NSE
MSPL.NS,NSE
MSTCLTD.NS,NSE
MSUMI.NS,NSE
MTARTECH.NS,NSE
MTEDUCARE.NS,NSE
MTNL.NS,NSE
MUFIN.NS,NSE
MUFTI.NS,NSE
MUKANDLTD.NS,NSE
MUKKA.NS,NSE
MUKTAARTS.NS,NSE
MUNJALAU.NS,NSE
MUNJALSHOW.NS,NSE
MURUDCERA.NS,NSE
MUTHOOTCAP.NS,NSE
MUTHOOTFIN.NS,NSE
MUTHOOTMF.NS,NSE
MVGJL.NS,NSE
MWL.NS,NSE
NACLIND.NS,NSE
NAGAFERT.NS,NSE
NAGREEKCAP.NS,NSE
NAGREEKEXP.NS,NSE
NAHARCAP.NS,NSE
NAHARINDUS.NS,NSE
NAHARPOLY.NS,NSE
NAHARSPING.NS,NSE
NAM-INDIA.NS,NSE
NARMADA.NS,NSE
NATCAPSUQ.NS,NSE
NATCOPHARM.NS,NSE
NATHBIOGEN.NS,NSE
NATIONALUM.NS,NSE
NAUKRI.NS,NSE
NAVA.NS,NSE
NAVINFLUOR.NS,NSE
NAVKARCORP.NS,NSE
NAVKARURB.NS,NSE
NAVNETEDUL.NS,NSE
NAZARA.NS,NSE
NBCC.NS,NSE
NBIFIN.NS,NSE
NCC.NS,NSE
NCLIND.NS,NSE
NDGL.NS,NSE
NDL.NS,NSE
NDLVENTURE.NS,NSE
NDRAUTO.NS,NSE
NDTV.NS,NSE
NECCLTD.NS,NSE
NECLIFE.NS,NSE
NELCAST.NS,NSE
NELCO.NS,NSE
NEOGEN.NS,NSE
NEPHROPLUS.NS,NSE
NESCO.NS,NSE
NESTLEIND.NS,NSE
NETWEB.NS,NSE
NETWORK18.NS,NSE
NEULANDLAB.NS,NSE
NEWGEN.NS,NSE
NEXTMEDIA.NS,NSE
NFL.NS,NSE
NGIL.NS,NSE
NGLFINE.NS,NSE
NH.NS,NSE
NHPC.NS,NSE
NIACL.NS,NSE
NIBE.NS,NSE
NIBL.NS,NSE
NIITLTD.NS,NSE
NIITMTS.NS,NSE
NILAINFRA.NS,NSE
NILASPACES.NS,NSE
NILKAMAL.NS,NSE
NINSYS.NS,NSE
NIPPOBATRY.NS,NSE
NIRAJ.NS,NSE
NIRAJISPAT.NS,NSE
NITCO.NS,NSE
NITINSPIN.NS,NSE
NITIRAJ.NS,NSE
NIVABUPA.NS,NSE
NKIND.NS,NSE
NLCINDIA.NS,NSE
NMDC.NS,NSE
NOCIL.NS,NSE
NOIDATOLL.NS,NSE
NORBTEAEXP.NS,NSE
NORTHARC.NS,NSE
NOVAAGRI.NS,NSE
NPST.NS,NSE
NRAIL.NS,NSE
NRBBEARING.NS,NSE
NRL.NS,NSE
NSIL.NS,NSE
NSLNISP.NS,NSE
NTPC.NS,NSE
NTPCGREEN.NS,NSE
NUCLEUS.NS,NSE
NURECA.NS,NSE
NUVAMA.NS,NSE
NUVOCO.NS,NSE
NYKAA.NS,NSE
OAL.NS,NSE
OBCL.NS,NSE
OBEROIRLTY.NS,NSE
OCCLLTD.NS,NSE
ODIGMA.NS,NSE
OFSS.NS,NSE
OIL.NS,NSE
OILCOUNTUB.NS,NSE
OLAELEC.NS,NSE
OLECTRA.NS,NSE
OMAXAUTO.NS,NSE
OMAXE.NS,NSE
OMFREIGHT.NS,NSE
OMINFRAL.NS,NSE
OMKARCHEM.NS,NSE
ONELIFECAP.NS,NSE
ONEPOINT.NS,NSE
ONESOURCE.NS,NSE
ONGC.NS,NSE
ONMOBILE.NS,NSE
ONWARDTEC.NS,NSE
OPTIEMUS.NS,NSE
ORBTEXP.NS,NSE
ORCHASP.NS,NSE
ORCHPHARMA.NS,NSE
ORICONENT.NS,NSE
ORIENTALTL.NS,NSE
ORIENTBELL.NS,NSE
ORIENTCEM.NS,NSE
ORIENTCER.NS,NSE
ORIENTELEC.NS,NSE
ORIENTHOT.NS,NSE
ORIENTLTD.NS,NSE
ORIENTPPR.NS,NSE
ORIENTTECH.NS,NSE
ORISSAMINE.NS,NSE
ORKLAINDIA.NS,NSE
ORTINGLOBE.NS,NSE
OSIAHYPER.NS,NSE
OSWALAGRO.NS,NSE
OSWALGREEN.NS,NSE
OSWALPUMPS.NS,NSE
OSWALSEEDS.NS,NSE
PACEDIGITK.NS,NSE
PAGEIND.NS,NSE
PAISALO.NS,NSE
PAKKA.NS,NSE
PALASHSECU.NS,NSE
PALREDTEC.NS,NSE
PANACEABIO.NS,NSE
PANACHE.NS,NSE
PANAMAPET.NS,NSE
PANSARI.NS,NSE
PAR.NS,NSE
PARACABLES.NS,NSE
PARADEEP.NS,NSE
PARAGMILK.NS,NSE
PARAS.NS,NSE
PARASPETRO.NS,NSE
PARKHOSPS.NS,NSE
PARKHOTELS.NS,NSE
PARSVNATH.NS,NSE
PASHUPATI.NS,NSE
PASUPTAC.NS,NSE
PATANJALI.NS,NSE
PATELENG.NS,NSE
PATELRMART.NS,NSE
PATINTLOG.NS,NSE
PAUSHAKLTD.NS,NSE
PAVNAIND.NS,NSE
PAYTM.NS,NSE
PCBL.NS,NSE
PCJEWELLER.NS,NSE
PDMJEPAPER.NS,NSE
PDSL.NS,NSE
PEARLPOLY.NS,NSE
PENIND.NS,NSE
PENINLAND.NS,NSE
PERSISTENT.NS,NSE
PETRONET.NS,NSE
PFC.NS,NSE
PFIZER.NS,NSE
PFOCUS.NS,NSE
PFS.NS,NSE
PGEL.NS,NSE
PGHH.NS,NSE
PGHL.NS,NSE
PGIL.NS,NSE
PHOENIXLTD.NS,NSE
PICCADIL.NS,NSE
PIDILITIND.NS,NSE
PIGL.NS,NSE
PIIND.NS,NSE
PILANIINVS.NS,NSE
PILITA.NS,NSE
PINELABS.NS,NSE
PIONEEREMB.NS,NSE
PIRAMALFIN.NS,NSE
PITTIENG.NS,NSE
PIXTRANS.NS,NSE
PKTEA.NS,NSE
PLASTIBLEN.NS,NSE
PLATIND.NS,NSE
PLAZACABLE.NS,NSE
PNB.NS,NSE
PNBGILTS.NS,NSE
PNBHOUSING.NS,NSE
PNC.NS,NSE
PNCINFRA.NS,NSE
PNGJL.NS,NSE
POCL.NS,NSE
PODDARMENT.NS,NSE
POKARNA.NS,NSE
POLICYBZR.NS,NSE
POLYCAB.NS,NSE
POLYMED.NS,NSE
POLYPLEX.NS,NSE
PONNIERODE.NS,NSE
POONAWALLA.NS,NSE
POWERGRID.NS,NSE
POWERINDIA.NS,NSE
POWERMECH.NS,NSE
PPAP.NS,NSE
PPL.NS,NSE
PPLPHARMA.NS,NSE
PRABHA.NS,NSE
PRAENG.NS,NSE
PRAJIND.NS,NSE
PRAKASH.NS,NSE
PRAKASHSTL.NS,NSE
PRAXIS.NS,NSE
PRECAM.NS,NSE
PRECOT.NS,NSE
PRECWIRE.NS,NSE
PREMEXPLN.NS,NSE
PREMIER.NS,NSE
PREMIERENE.NS,NSE
PREMIERPOL.NS,NSE
PRESTIGE.NS,NSE
PRICOLLTD.NS,NSE
PRIMESECU.NS,NSE
PRIMO.NS,NSE
PRINCEPIPE.NS,NSE
PRITI.NS,NSE
PRITIKAUTO.NS,NSE
PRIVISCL.NS,NSE
PROSTARM.NS,NSE
PROTEAN.NS,NSE
PROZONER.NS,NSE
PRSMJOHNSN.NS,NSE
PRUDENT.NS,NSE
PRUDMOULI.NS,NSE
PSB.NS,NSE
PSPPROJECT.NS,NSE
PTC.NS,NSE
PTCIL.NS,NSE
PTL.NS,NSE
PUNJABCHEM.NS,NSE
PURVA.NS,NSE
PVP.NS,NSE
PVRINOX.NS,NSE
PVSL.NS,NSE
PWL.NS,NSE
PYRAMID.NS,NSE
QPOWER.NS,NSE
QUADFUTURE.NS,NSE
QUESS.NS,NSE
QUICKHEAL.NS,NSE
RACE.NS,NSE
RACLGEAR.NS,NSE
RADAAN.NS,NSE
RADHIKAJWE.NS,NSE
RADIANTCMS.NS,NSE
RADICO.NS,NSE
RADIOCITY.NS,NSE
RAILTEL.NS,NSE
RAIN.NS,NSE
RAINBOW.NS,NSE
RAJESHEXPO.NS,NSE
RAJMET.NS,NSE
RAJOOENG.NS,NSE
RAJRATAN.NS,NSE
RAJRILTD.NS,NSE
RAJSREESUG.NS,NSE
RAJTV.NS,NSE
RALLIS.NS,NSE
RAMANEWS.NS,NSE
RAMAPHO.NS,NSE
RAMASTEEL.NS,NSE
RAMCOCEM.NS,NSE
RAMCOIND.NS,NSE
RAMCOSYS.NS,NSE
RAMKY.NS,NSE
RAMRAT.NS,NSE
RANASUG.NS,NSE
RANEHOLDIN.NS,NSE
RATEGAIN.NS,NSE
RATNAMANI.NS,NSE
RATNAVEER.NS,NSE
RAYMOND.NS,NSE
RAYMONDLSL.NS,NSE
RAYMONDREL.NS,NSE
RBA.NS,NSE
RBLBANK.NS,NSE
RBZJEWEL.NS,NSE
RCF.NS,NSE
RCOM.NS,NSE
RECLTD.NS,NSE
REDINGTON.NS,NSE
REDTAPE.NS,NSE
REFEX.NS,NSE
REGAAL.NS,NSE
REGENCERAM.NS,NSE
RELAXO.NS,NSE
RELCHEMQ.NS,NSE
RELIABLE.NS,NSE
RELIANCE.NS,NSE
RELIGARE.NS,NSE
RELTD.NS,NSE
REMSONSIND.NS,NSE
RENUKA.NS,NSE
REPCOHOME.NS,NSE
REPL.NS,NSE
REPRO.NS,NSE
RESPONIND.NS,NSE
RETAIL.NS,NSE
RGL.NS,NSE
RHETAN.NS,NSE
RHFL.NS,NSE
RHIM.NS,NSE
RHL.NS,NSE
RICOAUTO.NS,NSE
RIIL.NS,NSE
RISHABH.NS,NSE
RITCO.NS,NSE
RITES.NS,NSE
RKDL.NS,NSE
RKEC.NS,NSE
RKFORGE.NS,NSE
RKSWAMY.NS,NSE
RMDRIP.NS,NSE
RML.NS,NSE
RNBDENIMS.NS,NSE
ROHLTD.NS,NSE
ROLEXRINGS.NS,NSE
ROLLT.NS,NSE
ROML.NS,NSE
ROSSARI.NS,NSE
ROSSELLIND.NS,NSE
ROSSTECH.NS,NSE
ROTO.NS,NSE
ROUTE.NS,NSE
RPEL.NS,NSE
RPGLIFE.NS,NSE
RPOWER.NS,NSE
RPPINFRA.NS,NSE
RPPL.NS,NSE
RPSGVENT.NS,NSE
RPTECH.NS,NSE
RRKABEL.NS,NSE
RSSOFTWARE.NS,NSE
RSWM.NS,NSE
RSYSTEMS.NS,NSE
RTNINDIA.NS,NSE
RTNPOWER.NS,NSE
RUBFILA.NS,NSE
RUBICON.NS,NSE
RUBYMILLS.NS,NSE
RUCHINFRA.NS,NSE
RUCHIRA.NS,NSE
RUDRA.NS,NSE
RUPA.NS,NSE
RUSHIL.NS,NSE
RUSTOMJEE.NS,NSE
RVHL.NS,NSE
RVNL.NS,NSE
RVTH.NS,NSE
SAATVIKGL.NS,NSE
SABEVENTS.NS,NSE
SABTNL.NS,NSE
SADBHAV.NS,NSE
SADBHIN.NS,NSE
SADHNANIQ.NS,NSE
SAFARI.NS,NSE
SAGARDEEP.NS,NSE
SAGCEM.NS,NSE
SAGILITY.NS,NSE
SAHYADRI.NS,NSE
SAIL.NS,NSE
SAILIFE.NS,NSE
SAKAR.NS,NSE
SAKHTISUG.NS,NSE
SAKSOFT.NS,NSE
SAKUMA.NS,NSE
SALASAR.NS,NSE
SALONA.NS,NSE
SALSTEEL.NS,NSE
SALZERELEC.NS,NSE
SAMBHAAV.NS,NSE
SAMBHV.NS,NSE
SAMHI.NS,NSE
SAMMAANCAP.NS,NSE
SAMPANN.NS,NSE
SANATHAN.NS,NSE
SANCO.NS,NSE
SANDESH.NS,NSE
SANDHAR.NS,NSE
SANDUMA.NS,NSE
SANGAMIND.NS,NSE
SANGHIIND.NS,NSE
SANGHVIMOV.NS,NSE
SANGINITA.NS,NSE
SANOFI.NS,NSE
SANOFICONR.NS,NSE
SANSERA.NS,NSE
SANSTAR.NS,NSE
SANWARIA.NS,NSE
SAPPHIRE.NS,NSE
SARDAEN.NS,NSE
SAREGAMA.NS,NSE
SARLAPOLY.NS,NSE
SARVESHWAR.NS,NSE
SASKEN.NS,NSE
SASTASUNDR.NS,NSE
SATIA.NS,NSE
SATIN.NS,NSE
SAURASHCEM.NS,NSE
SBC.NS,NSE
SBCL.NS,NSE
SBFC.NS,NSE
SBGLP.NS,NSE
SBICARD.NS,NSE
SBILIFE.NS,NSE
SBIN.NS,NSE
SCHAEFFLER.NS,NSE
SCHAND.NS,NSE
SCHNEIDER.NS,NSE
SCI.NS,NSE
SCILAL.NS,NSE
SCODATUBES.NS,NSE
SCPL.NS,NSE
SDBL.NS,NSE
SEAMECLTD.NS,NSE
SECMARK.NS,NSE
SECURKLOUD.NS,NSE
SEJALLTD.NS,NSE
SELMC.NS,NSE
SEMAC.NS,NSE
SENCO.NS,NSE
SENORES.NS,NSE
SEPC.NS,NSE
SEQUENT.NS,NSE
SERVOTECH.NS,NSE
SESHAPAPER.NS,NSE
SETCO.NS,NSE
SETUINFRA.NS,NSE
SEYAIND.NS,NSE
SFL.NS,NSE
SGFIN.NS,NSE
SGIL.NS,NSE
SGL.NS,NSE
SGLTL.NS,NSE
SGMART.NS,NSE
SHAH.NS,NSE
SHAHALLOYS.NS,NSE
SHAILY.NS,NSE
SHAKTIPUMP.NS,NSE
SHALBY.NS,NSE
SHALPAINTS.NS,NSE
SHANKARA.NS,NSE
SHANTI.NS,NSE
SHANTIGEAR.NS,NSE
SHANTIGOLD.NS,NSE
SHARDACROP.NS,NSE
SHARDAMOTR.NS,NSE
SHAREINDIA.NS,NSE
SHEKHAWATI.NS,NSE
SHEMAROO.NS,NSE
SHILCTECH.NS,NSE
SHILPAMED.NS,NSE
SHIVALIK.NS,NSE
SHIVAMAUTO.NS,NSE
SHIVAMILLS.NS,NSE
SHIVATEX.NS,NSE
SHIVAUM.NS,NSE
SHK.NS,NSE
SHOPERSTOP.NS,NSE
SHRADHA.NS,NSE
SHREDIGCEM.NS,NSE
SHREECEM.NS,NSE
SHREEJISPG.NS,NSE
SHREEPUSHK.NS,NSE
SHREERAMA.NS,NSE
SHRENIK.NS,NSE
SHREYANIND.NS,NSE
SHRINGARMS.NS,NSE
SHRIPISTON.NS,NSE
SHRIRAMFIN.NS,NSE
SHRIRAMPPS.NS,NSE
SHYAMCENT.NS,NSE
SHYAMMETL.NS,NSE
SHYAMTEL.NS,NSE
SICALLOG.NS,NSE
SIEMENS.NS,NSE
SIGACHI.NS,NSE
SIGIND.NS,NSE
SIGMA.NS,NSE
SIGNATURE.NS,NSE
SIGNPOST.NS,NSE
SIKKO.NS,NSE
SIL.NS,NSE
SILGO.NS,NSE
SILINV.NS,NSE
SILLYMONKS.NS,NSE
SILVERTUC.NS,NSE
SIMBHALS.NS,NSE
SIMPLEXINF.NS,NSE
SINCLAIR.NS,NSE
SINDHUTRAD.NS,NSE
SINTERCOM.NS,NSE
SIRCA.NS,NSE
SIS.NS,NSE
SITINET.NS,NSE
SIYSIL.NS,NSE
SJS.NS,NSE
SJVN.NS,NSE
SKFINDIA.NS,NSE
SKFINDUS.NS,NSE
SKIPPER.NS,NSE
SKMEGGPROD.NS,NSE
SKYGOLD.NS,NSE
SMARTLINK.NS,NSE
SMARTWORKS.NS,NSE
SMCGLOBAL.NS,NSE
SMLMAH.NS,NSE
SMLT.NS,NSE
SMSPHARMA.NS,NSE
SNOWMAN.NS,NSE
SOBHA.NS,NSE
SOFTTECH.NS,NSE
SOLARA.NS,NSE
SOLARINDS.NS,NSE
SOLARWORLD.NS,NSE
SOLEX.NS,NSE
SOMANYCERA.NS,NSE
SOMATEX.NS,NSE
SOMICONVEY.NS,NSE
SONACOMS.NS,NSE
SONAMLTD.NS,NSE
SONATSOFTW.NS,NSE
SOTL.NS,NSE
SOUTHBANK.NS,NSE
SOUTHWEST.NS,NSE
SPAL.NS,NSE
SPANDANA.NS,NSE
SPARC.NS,NSE
SPCENET.NS,NSE
SPECIALITY.NS,NSE
SPECTRUM.NS,NSE
SPENCERS.NS,NSE
SPIC.NS,NSE
SPLIL.NS,NSE
SPLPETRO.NS,NSE
SPMLINFRA.NS,NSE
SPORTKING.NS,NSE
SRD.NS,NSE
SREEL.NS,NSE
SRF.NS,NSE
SRGHFL.NS,NSE
SRHHYPOLTD.NS,NSE
SRM.NS,NSE
SRPL.NS,NSE
SSDL.NS,NSE
SSWL.NS,NSE
STALLION.NS,NSE
STANLEY.NS,NSE
STAR.NS,NSE
STARCEMENT.NS,NSE
STARHEALTH.NS,NSE
STARPAPER.NS,NSE
STARTECK.NS,NSE
STCINDIA.NS,NSE
STEELCAS.NS,NSE
STEELCITY.NS,NSE
STEELXIND.NS,NSE
STEL.NS,NSE
STERTOOLS.NS,NSE
STLNETWORK.NS,NSE
STLTECH.NS,NSE
STOVEKRAFT.NS,NSE
STUDDS.NS,NSE
STYL.NS,NSE
STYLAMIND.NS,NSE
STYLEBAAZA.NS,NSE
STYRENIX.NS,NSE
SUBEXLTD.NS,NSE
SUBROS.NS,NSE
SUDARSCHEM.NS,NSE
SUDEEPPHRM.NS,NSE
SUKHJITS.NS,NSE
SULA.NS,NSE
SUMEETINDS.NS,NSE
SUMICHEM.NS,NSE
SUMIT.NS,NSE
SUMMITSEC.NS,NSE
SUNCLAY.NS,NSE
SUNDARAM.NS,NSE
SUNDARMFIN.NS,NSE
SUNDRMBRAK.NS,NSE
SUNDRMFAST.NS,NSE
SUNDROP.NS,NSE
SUNFLAG.NS,NSE
SUNPHARMA.NS,NSE
SUNTECK.NS,NSE
SUNTV.NS,NSE
SUPERHOUSE.NS,NSE
SUPERSPIN.NS,NSE
SUPRAJIT.NS,NSE
SUPREME.NS,NSE
SUPREMEIND.NS,NSE
SUPREMEINF.NS,NSE
SUPRIYA.NS,NSE
SURAJEST.NS,NSE
SURAJLTD.NS,NSE
SURAKSHA.NS,NSE
SURANASOL.NS,NSE
SURYALAXMI.NS,NSE
SURYAROSNI.NS,NSE
SURYODAY.NS,NSE
SUTLEJTEX.NS,NSE
SUVEN.NS,NSE
SUVIDHAA.NS,NSE
SUYOG.NS,NSE
SUZLON.NS,NSE
SVLL.NS,NSE
SVPGLOB.NS,NSE
SWANCORP.NS,NSE
SWANDEF.NS,NSE
SWARAJENG.NS,NSE
SWELECTES.NS,NSE
SWIGGY.NS,NSE
SWSOLAR.NS,NSE
SYMPHONY.NS,NSE
SYNCOMF.NS,NSE
SYNGENE.NS,NSE
SYRMA.NS,NSE
SYSTMTXC.NS,NSE
TAINWALCHM.NS,NSE
TAJGVK.NS,NSE
TAKE.NS,NSE
TALBROAUTO.NS,NSE
TANLA.NS,NSE
TARACHAND.NS,NSE
TARAPUR.NS,NSE
TARC.NS,NSE
TARIL.NS,NSE
TARMAT.NS,NSE
TARSONS.NS,NSE
TASTYBITE.NS,NSE
TATACAP.NS,NSE
TATACHEM.NS,NSE
TATACOMM.NS,NSE
TATACONSUM.NS,NSE
TATAELXSI.NS,NSE
TATAINVEST.NS,NSE
TATAPOWER.NS,NSE
TATASTEEL.NS,NSE
TATATECH.NS,NSE
TATVA.NS,NSE
TBOTEK.NS,NSE
TBZ.NS,NSE
TCI.NS,NSE
TCIEXP.NS,NSE
TCIFINANCE.NS,NSE
TCPLPACK.NS,NSE
TCS.NS,NSE
TDPOWERSYS.NS,NSE
TEAMGTY.NS,NSE
TEAMLEASE.NS,NSE
TECHM.NS,NSE
TECHNOE.NS,NSE
TECILCHEM.NS,NSE
